date,rain,snow,temperature
2012-11-22,No,No,61.0
2012-11-23,No,No,66.9
2012-11-24,No,No,55.0
2012-11-25,No,No,51.1
2012-11-26,No,No,66.9
2012-11-27,Yes,No,57.9
2012-11-28,No,No,53.1
2012-11-29,No,No,55.0
2012-11-30,No,No,63.0
2012-12-01,No,No,64.9
2012-12-02,No,No,69.1
2012-12-03,No,No,75.9
2012-12-04,No,No,71.1
2012-12-05,Yes,No,64.9
2012-12-06,No,No,51.1
2012-12-07,Yes,No,55.9
2012-12-08,Yes,No,66.0
2012-12-09,Yes,No,72.0
2012-12-10,Yes,No,72.0
2012-12-11,No,No,64.9
2012-12-12,Yes,No,50.0
2012-12-13,Yes,No,51.1
2012-12-14,No,No,57.9
2012-12-15,No,No,57.9
2012-12-16,Yes,No,57.9
2012-12-17,Yes,No,62.1
2012-12-18,No,No,62.1
2012-12-19,No,No,64.9
2012-12-20,Yes,No,62.1
2012-12-21,Yes,No,57.9
2012-12-22,No,No,50.0
2012-12-23,No,No,55.0
2012-12-24,Yes,No,53.1
2012-12-25,Yes,No,60.1
2012-12-26,Yes,No,48.9
2012-12-27,No,No,50.0
2012-12-28,No,No,45.0
2012-12-29,Yes,No,52.0
2012-12-30,No,No,46.0
2012-12-31,No,No,53.1
2013-01-01,Yes,No,50.0
2013-01-02,Yes,No,48.9
2013-01-03,Yes,No,45.0
2013-01-04,No,No,51.1
2013-01-05,No,No,48.9
2013-01-06,Yes,No,50.0
2013-01-07,No,No,52.0
2013-01-08,No,No,55.9
2013-01-09,No,No,68.0
2013-01-10,No,No,64.9
2013-01-11,Yes,No,51.1
2013-01-12,No,No,71.1
2013-01-13,No,No,75.0
2013-01-14,Yes,No,69.1
2013-01-15,No,No,60.1
2013-01-16,Yes,No,50.0
2013-01-17,Yes,Yes,51.1
2013-01-18,No,Yes,46.0
2013-01-19,No,No,54.0
2013-01-20,No,No,63.0
2013-01-21,No,No,59.0
2013-01-22,No,No,43.0
2013-01-23,No,No,42.1
2013-01-24,No,No,36.0
2013-01-25,Yes,Yes,28.0
2013-01-26,No,No,37.9
2013-01-27,No,No,41.0
2013-01-28,Yes,No,51.1
2013-01-29,No,No,73.0
2013-01-30,Yes,No,72.0
2013-01-31,Yes,No,63.0
2013-02-01,No,No,39.9
2013-02-02,Yes,No,45.0
2013-02-03,Yes,No,50.0
2013-02-04,No,No,48.9
2013-02-05,No,No,60.1
2013-02-06,No,No,62.1
2013-02-07,Yes,No,48.0
2013-02-08,Yes,No,55.0
2013-02-09,No,No,52.0
2013-02-10,Yes,No,53.1
2013-02-11,Yes,No,63.0
2013-02-12,No,No,60.1
2013-02-13,Yes,No,50.0
2013-02-14,No,No,52.0
2013-02-15,No,No,61.0
2013-02-16,Yes,Yes,46.9
2013-02-17,No,Yes,37.0
2013-02-18,No,No,52.0
2013-02-19,Yes,No,51.1
2013-02-20,No,No,52.0
2013-02-21,No,No,54.0
2013-02-22,Yes,No,42.1
2013-02-23,Yes,No,44.1
2013-02-24,Yes,No,62.1
2013-02-25,No,No,42.1
2013-02-26,Yes,No,57.9
2013-02-27,No,No,59.0
2013-02-28,No,No,50.0
2013-03-01,No,No,48.9
2013-03-02,No,No,48.0
2013-03-03,No,No,46.0
2013-03-04,No,No,50.0
2013-03-05,Yes,No,50.0
2013-03-06,Yes,No,46.0
2013-03-07,No,No,51.1
2013-03-08,No,No,55.0
2013-03-09,No,No,62.1
2013-03-10,No,No,66.9
2013-03-11,No,No,70.0
2013-03-12,Yes,No,69.1
2013-03-13,No,No,57.9
2013-03-14,No,No,53.1
2013-03-15,No,No,62.1
2013-03-16,No,No,78.1
2013-03-17,Yes,No,61.0
2013-03-18,No,No,43.0
2013-03-19,No,No,66.9
2013-03-20,No,No,55.0
2013-03-21,Yes,No,46.0
2013-03-22,No,No,52.0
2013-03-23,No,No,55.0
2013-03-24,Yes,No,43.0
2013-03-25,No,No,48.0
2013-03-26,No,No,50.0
2013-03-27,No,No,52.0
2013-03-28,No,No,55.9
2013-03-29,No,No,57.9
2013-03-30,No,No,66.0
2013-03-31,Yes,No,68.0
2013-04-01,No,No,71.1
2013-04-02,No,No,60.1
2013-04-03,No,No,60.1
2013-04-04,No,No,48.0
2013-04-05,No,No,63.0
2013-04-06,No,No,64.0
2013-04-07,No,No,71.1
2013-04-08,No,No,78.1
2013-04-09,No,No,82.9
2013-04-10,No,No,84.9
2013-04-11,No,No,81.0
2013-04-12,No,No,80.1
2013-04-13,No,No,73.9
2013-04-14,No,No,79.0
2013-04-15,No,No,71.1
2013-04-16,No,No,75.9
2013-04-17,No,No,80.1
2013-04-18,No,No,79.0
2013-04-19,No,No,84.0
2013-04-20,No,No,64.0
2013-04-21,No,No,61.0
2013-04-22,No,No,61.0
2013-04-23,No,No,66.9
2013-04-24,No,No,77.0
2013-04-25,No,No,71.1
2013-04-26,No,No,71.1
2013-04-27,No,No,72.0
2013-04-28,No,No,62.1
2013-04-29,No,No,72.0
2013-04-30,No,No,66.0
2013-05-01,No,No,62.1
2013-05-02,No,No,64.9
2013-05-03,No,No,69.1
2013-05-04,No,No,64.0
2013-05-05,No,No,60.1
2013-05-06,No,No,68.0
2013-05-07,No,No,71.1
2013-05-08,No,No,72.0
2013-05-09,No,No,80.1
2013-05-10,No,No,84.0
2013-05-11,No,No,81.0
2013-05-12,No,No,72.0
2013-05-13,No,No,64.9
2013-05-14,No,No,70.0
2013-05-15,No,No,86.0
2013-05-16,No,No,84.0
2013-05-17,No,No,86.0
2013-05-18,No,No,78.1
2013-05-19,No,No,78.1
2013-05-20,No,No,75.0
2013-05-21,No,No,84.9
2013-05-22,No,No,82.9
2013-05-23,No,No,82.0
2013-05-24,No,No,70.0
2013-05-25,No,No,73.0
2013-05-26,No,No,73.0
2013-05-27,No,No,80.1
2013-05-28,No,No,84.9
2013-05-29,No,No,84.9
2013-05-30,No,No,86.0
2013-05-31,No,No,87.1
2013-06-01,No,No,89.1
2013-06-02,No,No,87.1
2013-06-03,No,No,82.9
2013-06-04,No,No,79.0
2013-06-05,No,No,82.0
2013-06-06,No,No,77.0
2013-06-07,No,No,75.9
2013-06-08,No,No,84.0
2013-06-09,No,No,87.1
2013-06-10,No,No,84.9
2013-06-11,No,No,86.0
2013-06-12,No,No,90.0
2013-06-13,No,No,93.9
2013-06-14,No,No,80.1
2013-06-15,No,No,84.9
2013-06-16,No,No,87.1
2013-06-17,No,No,87.1
2013-06-18,No,No,84.9
2013-06-19,No,No,80.1
2013-06-20,No,No,82.0
2013-06-21,No,No,82.9
2013-06-22,No,No,82.0
2013-06-23,No,No,86.0
2013-06-24,No,No,89.1
2013-06-25,No,No,91.9
2013-06-26,No,No,91.9
2013-06-27,No,No,89.1
2013-06-28,No,No,91.9
2013-06-29,No,No,86.0
2013-06-30,No,No,87.1
2013-07-01,No,No,82.9
2013-07-02,No,No,77.0
2013-07-03,No,No,84.9
2013-07-04,No,No,88.0
2013-07-05,No,No,89.1
2013-07-06,No,No,88.0
2013-07-07,No,No,89.1
2013-07-08,No,No,90.0
2013-07-09,No,No,89.1
2013-07-10,No,No,89.1
2013-07-11,No,No,84.0
2013-07-12,No,No,77.0
2013-07-13,No,No,78.1
2013-07-14,No,No,88.0
2013-07-15,No,No,90.0
2013-07-16,No,No,93.9
2013-07-17,No,No,93.0
2013-07-18,No,No,93.0
2013-07-19,No,No,91.9
2013-07-20,No,No,90.0
2013-07-21,No,No,89.1
2013-07-22,No,No,91.0
2013-07-23,No,No,91.0
2013-07-24,No,No,96.1
2013-07-25,No,No,80.1
2013-07-26,No,No,86.0
2013-07-27,No,No,88.0
2013-07-28,No,No,90.0
2013-07-29,No,No,87.1
2013-07-30,No,No,87.1
2013-07-31,No,No,82.9
2013-08-01,No,No,87.1
2013-08-02,No,No,89.1
2013-08-03,No,No,91.0
2013-08-04,No,No,84.0
2013-08-05,No,No,82.0
2013-08-06,No,No,84.0
2013-08-07,No,No,87.1
2013-08-08,No,No,91.0
2013-08-09,No,No,91.9
2013-08-10,No,No,93.9
2013-08-11,No,No,91.9
2013-08-12,No,No,91.9
2013-08-13,No,No,90.0
2013-08-14,No,No,75.0
2013-08-15,No,No,75.9
2013-08-16,No,No,71.1
2013-08-17,No,No,73.0
2013-08-18,No,No,81.0
2013-08-19,No,No,75.0
2013-08-20,No,No,82.9
2013-08-21,No,No,88.0
2013-08-22,No,No,89.1
2013-08-23,No,No,88.0
2013-08-24,No,No,82.9
2013-08-25,No,No,80.1
2013-08-26,No,No,82.9
2013-08-27,No,No,89.1
2013-08-28,No,No,82.9
2013-08-29,No,No,87.1
2013-08-30,No,No,88.0
2013-08-31,No,No,90.0
2013-09-01,No,No,91.0
2013-09-02,No,No,88.0
2013-09-03,No,No,89.1
2013-09-04,No,No,84.9
2013-09-05,No,No,87.1
2013-09-06,No,No,82.0
2013-09-07,No,No,82.0
2013-09-08,No,No,88.0
2013-09-09,No,No,87.1
2013-09-10,No,No,91.0
2013-09-11,No,No,91.0
2013-09-12,No,No,90.0
2013-09-13,No,No,84.9
2013-09-14,No,No,75.9
2013-09-15,No,No,80.1
2013-09-16,No,No,86.0
2013-09-17,No,No,75.9
2013-09-18,No,No,73.9
2013-09-19,No,No,78.1
2013-09-20,No,No,72.0
2013-09-21,No,No,75.9
2013-09-22,No,No,77.0
2013-09-23,No,No,73.0
2013-09-24,No,No,75.9
2013-09-25,No,No,75.0
2013-09-26,No,No,77.0
2013-09-27,No,No,73.9
2013-09-28,No,No,73.0
2013-09-29,No,No,75.0
2013-09-30,No,No,75.9
2013-10-01,No,No,82.0
2013-10-02,No,No,84.9
2013-10-03,No,No,86.0
2013-10-04,No,No,86.0
2013-10-05,No,No,89.1
2013-10-06,No,No,84.9
2013-10-07,No,No,73.9
2013-10-08,No,No,63.0
2013-10-09,No,No,62.1
2013-10-10,No,No,61.0
2013-10-11,No,No,66.0
2013-10-12,No,No,69.1
2013-10-13,No,No,66.9
2013-10-14,No,No,64.9
2013-10-15,No,No,71.1
2013-10-16,No,No,70.0
2013-10-17,No,No,77.0
2013-10-18,No,No,69.1
2013-10-19,No,No,70.0
2013-10-20,No,No,64.9
2013-10-21,No,No,68.0
2013-10-22,No,No,64.0
2013-10-23,No,No,66.9
2013-10-24,No,No,59.0
2013-10-25,No,No,55.9
2013-10-26,No,No,59.0
2013-10-27,No,No,69.1
2013-10-28,No,No,69.1
2013-10-29,No,No,73.0
2013-10-30,No,No,72.0
2013-10-31,No,No,75.9
2013-11-01,No,No,73.0
2013-11-02,No,No,71.1
2013-11-03,No,No,63.0
2013-11-04,No,No,55.0
2013-11-05,No,No,57.0
2013-11-06,No,No,71.1
2013-11-07,No,No,70.0
2013-11-08,No,No,57.9
2013-11-09,No,No,59.0
2013-11-10,No,No,72.0
2013-11-11,No,No,59.0
2013-11-12,No,No,61.0
2013-11-13,No,No,45.0
2013-11-14,No,No,57.0
2013-11-15,No,No,60.1
2013-11-16,No,No,69.1
2013-11-17,No,No,71.1
2013-11-18,No,No,75.0
2013-11-19,No,No,55.9
2013-11-20,No,No,52.0
2013-11-21,No,No,62.1
2013-11-22,No,No,71.1
2013-11-23,No,No,61.0
2013-11-24,No,No,43.0
2013-11-25,No,No,43.0
2013-11-26,No,No,66.0
2013-11-27,No,No,50.0
2013-11-28,No,No,45.0
2013-11-29,No,No,50.0
2013-11-30,No,No,48.0
2013-12-01,No,No,59.0
2013-12-02,No,No,60.1
2013-12-03,No,No,57.9
2013-12-04,No,No,64.0
2013-12-05,No,No,66.9
2013-12-06,No,No,79.0
2013-12-07,No,No,69.1
2013-12-08,No,No,42.1
2013-12-09,No,No,46.0
2013-12-10,No,No,48.0
2013-12-11,No,No,48.9
2013-12-12,No,No,44.1
2013-12-13,No,No,52.0
2013-12-14,No,No,46.9
2013-12-15,No,No,54.0
2013-12-16,No,No,54.0
2013-12-17,No,No,60.1
2013-12-18,No,No,48.9
2013-12-19,No,No,62.1
2013-12-20,No,No,66.9
2013-12-21,No,No,73.9
2013-12-22,No,No,78.1
2013-12-23,No,No,68.0
2013-12-24,No,No,46.9
2013-12-25,No,No,39.9
2013-12-26,No,No,53.1
2013-12-27,No,No,52.0
2013-12-28,No,No,59.0
2013-12-29,No,No,63.0
2013-12-30,No,No,53.1
2013-12-31,No,No,51.1
2014-01-01,No,No,51.1
2014-01-02,No,No,48.9
2014-01-03,No,No,43.0
2014-01-04,No,No,37.9
2014-01-05,No,No,62.1
2014-01-06,No,No,61.0
2014-01-07,No,No,25.2
2014-01-08,No,No,43.0
2014-01-09,No,No,54.0
2014-01-10,No,No,45.0
2014-01-11,No,No,69.1
2014-01-12,No,No,57.9
2014-01-13,No,No,62.1
2014-01-14,No,No,54.0
2014-01-15,No,No,59.0
2014-01-16,No,No,44.1
2014-01-17,No,No,55.9
2014-01-18,No,No,46.9
2014-01-19,No,No,54.0
2014-01-20,No,No,64.0
2014-01-21,No,No,51.1
2014-01-22,No,No,30.2
2014-01-23,No,No,37.9
2014-01-24,No,No,27.1
2014-01-25,No,No,39.9
2014-01-26,No,No,52.0
2014-01-27,No,No,64.9
2014-01-28,No,No,33.1
2014-01-29,No,No,27.1
2014-01-30,No,No,37.9
2014-01-31,No,No,53.1
2014-02-01,No,No,59.0
2014-02-02,No,No,64.0
2014-02-03,No,No,64.0
2014-02-04,No,No,39.9
2014-02-05,No,No,53.1
2014-02-06,No,No,42.1
2014-02-07,No,No,52.0
2014-02-08,No,No,50.0
2014-02-09,No,No,55.0
2014-02-10,No,No,43.0
2014-02-11,No,No,35.1
2014-02-12,No,No,30.2
2014-02-13,No,No,36.0
2014-02-14,No,No,55.9
2014-02-15,No,No,45.0
2014-02-16,No,No,53.1
2014-02-17,No,No,45.0
2014-02-18,No,No,64.9
2014-02-19,No,No,72.0
2014-02-20,No,No,72.0
2014-02-21,No,No,73.0
2014-02-22,No,No,64.0
2014-02-23,No,No,66.9
2014-02-24,No,No,60.1
2014-02-25,No,No,53.1
2014-02-26,No,No,48.9
2014-02-27,No,No,55.0
2014-02-28,No,No,45.0
2014-03-01,No,No,55.0
2014-03-02,No,No,71.1
2014-03-03,No,No,61.0
2014-03-04,No,No,37.9
2014-03-05,No,No,44.1
2014-03-06,No,No,42.1
2014-03-07,No,No,36.0
2014-03-08,No,No,68.0
2014-03-09,No,No,66.0
2014-03-10,No,No,73.9
2014-03-11,No,No,79.0
2014-03-12,No,No,70.0
2014-03-13,No,No,45.0
2014-03-14,No,No,60.1
2014-03-15,No,No,72.0
2014-03-16,No,No,55.9
2014-03-17,No,No,36.0
2014-03-18,No,No,37.0
2014-03-19,No,No,46.9
2014-03-20,No,No,66.0
2014-03-21,No,No,69.1
2014-03-22,No,No,75.9
2014-03-23,No,No,57.0
2014-03-24,No,No,50.0
2014-03-25,No,No,45.0
2014-03-26,No,No,46.9
2014-03-27,No,No,59.0
2014-03-28,No,No,69.1
2014-03-29,No,No,66.0
2014-03-30,No,No,62.1
2014-03-31,No,No,72.0
2014-04-01,No,No,80.1
2014-04-02,No,No,86.0
2014-04-03,No,No,78.1
2014-04-04,No,No,82.0
2014-04-05,No,No,71.1
2014-04-06,No,No,60.1
2014-04-07,No,No,64.0
2014-04-08,No,No,66.9
2014-04-09,No,No,68.0
2014-04-10,No,No,73.9
2014-04-11,No,No,78.1
2014-04-12,No,No,81.0
2014-04-13,No,No,81.0
2014-04-14,No,No,75.9
2014-04-15,No,No,71.1
2014-04-16,No,No,54.0
2014-04-17,No,No,64.0
2014-04-18,No,No,63.0
2014-04-19,No,No,53.1
2014-04-20,No,No,68.0
2014-04-21,No,No,73.9
2014-04-22,No,No,82.9
2014-04-23,No,No,71.1
2014-04-24,No,No,71.1
2014-04-25,No,No,80.1
2014-04-26,No,No,79.0
2014-04-27,No,No,84.0
2014-04-28,No,No,66.9
2014-04-29,No,No,64.9
2014-04-30,No,No,77.0
2014-05-01,No,No,79.0
2014-05-02,No,No,69.1
2014-05-03,No,No,75.9
2014-05-04,No,No,82.9
2014-05-05,No,No,73.0
2014-05-06,No,No,84.0
2014-05-07,No,No,78.1
2014-05-08,No,No,89.1
2014-05-09,No,No,89.1
2014-05-10,No,No,86.0
2014-05-11,No,No,86.0
2014-05-12,No,No,90.0
2014-05-13,No,No,91.9
2014-05-14,No,No,89.1
2014-05-15,No,No,79.0
2014-05-16,No,No,73.0
2014-05-17,No,No,71.1
2014-05-18,No,No,68.0
2014-05-19,No,No,73.0
2014-05-20,No,No,79.0
2014-05-21,No,No,87.1
2014-05-22,No,No,88.0
2014-05-23,No,No,82.0
2014-05-24,No,No,79.0
2014-05-25,No,No,82.0
2014-05-26,No,No,87.1
2014-05-27,No,No,90.0
2014-05-28,No,No,90.0
2014-05-29,No,No,75.9
2014-05-30,No,No,73.9
2014-05-31,No,No,82.0
2014-06-01,No,No,78.1
2014-06-02,No,No,82.9
2014-06-03,No,No,89.1
2014-06-04,No,No,91.9
2014-06-05,No,No,91.0
2014-06-06,No,No,82.9
2014-06-07,No,No,84.9
2014-06-08,No,No,87.1
2014-06-09,No,No,90.0
2014-06-10,No,No,93.9
2014-06-11,No,No,93.9
2014-06-12,No,No,84.9
2014-06-13,No,No,88.0
2014-06-14,No,No,86.0
2014-06-15,No,No,87.1
2014-06-16,No,No,95.0
2014-06-17,No,No,96.1
2014-06-18,No,No,97.0
2014-06-19,No,No,97.0
2014-06-20,No,No,91.0
2014-06-21,No,No,91.0
2014-06-22,No,No,84.0
2014-06-23,No,No,84.9
2014-06-24,No,No,86.0
2014-06-25,No,No,93.0
2014-06-26,No,No,93.0
2014-06-27,No,No,84.9
2014-06-28,No,No,84.9
2014-06-29,No,No,84.9
2014-06-30,No,No,90.0
2014-07-01,No,No,93.0
2014-07-02,No,No,97.0
2014-07-03,No,No,90.0
2014-07-04,No,No,88.0
2014-07-05,No,No,82.9
2014-07-06,No,No,90.0
2014-07-07,No,No,96.1
2014-07-08,No,No,98.1
2014-07-09,No,No,96.1
2014-07-10,No,No,88.0
2014-07-11,No,No,86.0
2014-07-12,No,No,90.0
2014-07-13,No,No,93.9
2014-07-14,No,No,98.1
2014-07-15,No,No,93.9
2014-07-16,No,No,80.1
2014-07-17,No,No,84.0
2014-07-18,No,No,86.0
2014-07-19,No,No,82.0
2014-07-20,No,No,81.0
2014-07-21,No,No,79.0
2014-07-22,No,No,84.9
2014-07-23,No,No,91.9
2014-07-24,No,No,88.0
2014-07-25,No,No,82.9
2014-07-26,No,No,90.0
2014-07-27,No,No,87.1
2014-07-28,No,No,88.0
2014-07-29,No,No,82.0
2014-07-30,No,No,81.0
2014-07-31,No,No,82.0
2014-08-01,No,No,75.9
2014-08-02,No,No,70.0
2014-08-03,No,No,80.1
2014-08-04,No,No,84.9
2014-08-05,No,No,88.0
2014-08-06,No,No,90.0
2014-08-07,No,No,86.0
2014-08-08,No,No,81.0
2014-08-09,No,No,73.9
2014-08-10,No,No,81.0
2014-08-11,No,No,84.0
2014-08-12,No,No,87.1
2014-08-13,No,No,82.0
2014-08-14,No,No,82.9
2014-08-15,No,No,86.0
2014-08-16,No,No,89.1
2014-08-17,No,No,89.1
2014-08-18,No,No,88.0
2014-08-19,No,No,86.0
2014-08-20,No,No,90.0
2014-08-21,No,No,91.0
2014-08-22,No,No,91.9
2014-08-23,No,No,84.0
2014-08-24,No,No,81.0
2014-08-25,No,No,79.0
2014-08-26,No,No,82.0
2014-08-27,No,No,86.0
2014-08-28,No,No,91.9
2014-08-29,No,No,82.0
2014-08-30,No,No,89.1
2014-08-31,No,No,91.0
2014-09-01,No,No,93.0
2014-09-02,No,No,96.1
2014-09-03,No,No,93.0
2014-09-04,No,No,90.0
2014-09-05,No,No,91.0
2014-09-06,No,No,91.0
2014-09-07,No,No,78.1
2014-09-08,No,No,73.0
2014-09-09,No,No,75.9
2014-09-10,No,No,81.0
2014-09-11,No,No,88.0
2014-09-12,No,No,80.1
2014-09-13,No,No,80.1
2014-09-14,No,No,71.1
2014-09-15,No,No,75.0
2014-09-16,No,No,82.9
2014-09-17,No,No,79.0
2014-09-18,No,No,81.0
2014-09-19,No,No,80.1
2014-09-20,No,No,81.0
2014-09-21,No,No,87.1
2014-09-22,No,No,75.9
2014-09-23,No,No,64.0
2014-09-24,No,No,64.0
2014-09-25,No,No,68.0
2014-09-26,No,No,75.9
2014-09-27,No,No,75.9
2014-09-28,No,No,79.0
2014-09-29,No,No,73.0
2014-09-30,No,No,75.0
2014-10-01,No,No,79.0
2014-10-02,No,No,84.0
2014-10-03,No,No,84.9
2014-10-04,No,No,73.0
2014-10-05,No,No,66.0
2014-10-06,No,No,75.9
2014-10-07,No,No,80.1
2014-10-08,No,No,82.9
2014-10-09,No,No,79.0
2014-10-10,No,No,84.0
2014-10-11,No,No,86.0
2014-10-12,No,No,62.1
2014-10-13,No,No,81.0
2014-10-14,No,No,79.0
2014-10-15,No,No,75.0
2014-10-16,No,No,72.0
2014-10-17,No,No,73.9
2014-10-18,No,No,75.0
2014-10-19,No,No,64.9
2014-10-20,No,No,71.1
2014-10-21,No,No,73.9
2014-10-22,No,No,66.9
2014-10-23,No,No,70.0
2014-10-24,No,No,70.0
2014-10-25,No,No,71.1
2014-10-26,No,No,75.9
2014-10-27,No,No,75.9
2014-10-28,No,No,84.0
2014-10-29,No,No,78.1
2014-10-30,No,No,66.9
2014-10-31,No,No,62.1
2014-11-01,No,No,51.1
2014-11-02,No,No,53.1
2014-11-03,No,No,64.0
2014-11-04,No,No,66.0
2014-11-05,No,No,71.1
2014-11-06,No,No,68.0
2014-11-07,No,No,60.1
2014-11-08,No,No,60.1
2014-11-09,No,No,60.1
2014-11-10,No,No,66.0
2014-11-11,No,No,72.0
2014-11-12,No,No,75.9
2014-11-13,No,No,59.0
2014-11-14,No,No,44.1
2014-11-15,No,No,46.0
2014-11-16,No,No,48.9
2014-11-17,No,No,66.9
2014-11-18,No,No,43.0
2014-11-19,No,No,43.0
2014-11-20,No,No,59.0
